Area;Zona;Sottoarea;Latitudine;Longitudine;Data;Vendite.previste;Vendite.previste.approssimate;Mean.Absolute.Error;Root.Mean.Squared.Error;Mean.Squared.Error;Mean.Absolute.Percentage.Error
;;;;;24/05/2016;3,4026;3;0,4645;0,7811;0,61;16,1559
;;;;;25/05/2016;3,5375;4;0,4646;0,7816;0,611;16,1485
;;;;;26/05/2016;3,3983;3;0,4631;0,7805;0,6091;16,1485
;;;;;27/05/2016;3,3272;3;0,464;0,7812;0,6103;16,1831
;;;;;28/05/2016;2,5998;3;0,4638;0,7816;0,611;16,1593
;;;;;29/05/2016;0,6745;1;0,4647;0,7824;0,6122;16,1921
Area_45;Zona_17;Sottoarea_13;41,00475367;16,99611933;20/05/2016;6,3908;6;0,6218;0,8566;0,7337;17,0388
;;;;;21/05/2016;4,335;4;0,62;0,8547;0,7305;16,755
;;;;;22/05/2016;1,0143;1;0,6206;0,8554;0,7317;16,7716
;;;;;23/05/2016;2,4185;2;0,6214;0,8562;0,7331;16,791
;;;;;24/05/2016;6,9445;7;0,6222;0,857;0,7345;16,8074
;;;;;25/05/2016;5,0672;5;0,6226;0,8577;0,7356;16,813
;;;;;26/05/2016;7,6383;8;0,6198;0,8537;0,7288;16,813
;;;;;27/05/2016;6,9069;7;0,6209;0,8546;0,7303;16,8456
;;;;;28/05/2016;4,289;4;0,6212;0,8551;0,7312;16,8545
;;;;;29/05/2016;1,2559;1;0,6224;0,856;0,7327;16,8889
Area_66;Zona_24;Sottoarea_130;43,99872786;10,36628826;20/05/2016;4,0376;4;0,3615;0,4819;0,2322;15,1726
;;;;;21/05/2016;2,9799;3;0,3607;0,4811;0,2315;15,0377
;;;;;22/05/2016;0,4196;0;0,3602;0,4809;0,2312;15,0065
;;;;;23/05/2016;2,1555;2;0,3609;0,4813;0,2317;15,0383
;;;;;24/05/2016;3,7543;4;0,3616;0,4818;0,2321;15,0678
;;;;;25/05/2016;3,3131;3;0,3619;0,4822;0,2325;15,0559
;;;;;26/05/2016;2,6198;3;0,3607;0,4808;0,2312;15,0559
;;;;;27/05/2016;3,5963;4;0,3607;0,4809;0,2313;15,045
;;;;;28/05/2016;2,6107;3;0,3612;0,4814;0,2318;15,0721
;;;;;29/05/2016;0,3419;0;0,3617;0,4818;0,2322;15,0945
Area_67;Zona_24;Sottoarea_131;43,06817832;10,96374015;20/05/2016;5,233;5;0,4156;0,5579;0,3113;15,2954
;;;;;21/05/2016;5,5935;6;0,4128;0,5523;0,3051;15,2954
;;;;;22/05/2016;1,1355;1;0,4128;0,5526;0,3054;15,3009
;;;;;23/05/2016;3,1318;3;0,4134;0,5531;0,306;15,3237
;;;;;24/05/2016;5,8171;6;0,4137;0,5535;0,3064;15,3237
;;;;;25/05/2016;5,2124;5;0,4143;0,5541;0,307;15,3499
;;;;;26/05/2016;3,6695;4;0,4128;0,5523;0,305;15,3499
;;;;;27/05/2016;5,0775;5;0,4127;0,5524;0,3051;15,3291
;;;;;28/05/2016;5,5814;6;0,4109;0,55;0,3025;15,323
;;;;;29/05/2016;1,3206;1;0,405;0,5297;0,2806;15,2954
Area_69;Zona_22;Sottoarea_132;45,07034118;7,693323636;20/05/2016;2,5697;3;0,2795;0,3643;0,1327;15,8962
;;;;;21/05/2016;2,233;2;0,2792;0,3642;0,1326;15,8962
;;;;;22/05/2016;0,7674;1;0,2792;0,3643;0,1327;15,8599
;;;;;23/05/2016;0,6839;1;0,2795;0,3646;0,1329;15,8665
;;;;;24/05/2016;2,166;2;0,2796;0,3648;0,1331;15,8552
;;;;;25/05/2016;2,5284;3;0,2799;0,3652;0,1333;15,862
;;;;;26/05/2016;2,4433;2;0,2795;0,3648;0,1331;15,862
;;;;;27/05/2016;2,1345;2;0,2796;0,3651;0,1333;15,8515
;;;;;28/05/2016;1,9017;2;0,2801;0,3654;0,1335;15,8765
;;;;;29/05/2016;0,6512;1;0,2799;0,3655;0,1336;15,8355
Area_69;Zona_22;Sottoarea_133;45,06111443;7,649409643;20/05/2016;3,8187;4;0,3243;0,4426;0,1959;14,7268
;;;;;21/05/2016;1,8754;2;0,3233;0,4414;0,1948;14,7268
;;;;;22/05/2016;1,3083;1;0,3229;0,4412;0,1947;14,6464
;;;;;23/05/2016;1,6341;2;0,3234;0,4417;0,1951;14,6679
;;;;;24/05/2016;2,6293;3;0,3238;0,4421;0,1954;14,6759
;;;;;25/05/2016;3,6511;4;0,3242;0,4425;0,1958;14,6922
;;;;;26/05/2016;3,2981;3;0,323;0,441;0,1945;14,6922
;;;;;27/05/2016;3,5386;4;0,3225;0,4407;0,1942;14,6021
;;;;;28/05/2016;2,2822;2;0,323;0,4412;0,1946;14,6251
;;;;;29/05/2016;1,1097;1;0,3231;0,4414;0,1948;14,626
Area_70;Zona_22;Sottoarea_134;45,00864708;7,715593692;20/05/2016;0,8738;1;0,1876;0,2751;0,0757;12,0163
;;;;;21/05/2016;1,0867;1;0,1878;0,2753;0,0758;12,0163
;;;;;22/05/2016;0,0837;0;0,1877;0,2754;0,0759;12,0163
;;;;;23/05/2016;0,576;1;0,1878;0,2756;0,076;12,0029
;;;;;24/05/2016;1,0498;1;0,1876;0,2756;0,0759;11,9575
;;;;;25/05/2016;0,9672;1;0,1875;0,2757;0,076;11,9575
;;;;;26/05/2016;1,0733;1;0,1872;0,2756;0,0759;11,9575
;;;;;27/05/2016;1,0183;1;0,1869;0,2754;0,0758;11,9575
;;;;;28/05/2016;1,1033;1;0,187;0,2756;0,0759;11,9575
;;;;;29/05/2016;0,0437;0;0,187;0,2757;0,076;11,9427
Area_70;Zona_22;Sottoarea_135;44,98169846;7,387146097;20/05/2016;4,6468;5;0,4611;0,6735;0,4535;15,9474
;;;;;21/05/2016;4,2184;4;0,4602;0,6729;0,4528;15,7902
;;;;;22/05/2016;0,62;1;0,4605;0,6735;0,4536;15,7936
;;;;;23/05/2016;2,292;2;0,4607;0,674;0,4542;15,7882
;;;;;24/05/2016;3,4498;3;0,4613;0,6746;0,4551;15,7877
;;;;;25/05/2016;3,1561;3;0,4613;0,6749;0,4555;15,7699
;;;;;26/05/2016;4,1219;4;0,46;0,6738;0,454;15,7699
;;;;;27/05/2016;5,4997;5;0,4601;0,6742;0,4546;15,774
;;;;;28/05/2016;4,1649;4;0,4604;0,6748;0,4553;15,7866
;;;;;29/05/2016;0,5417;1;0,4612;0,6754;0,4562;15,8136
Area_70;Zona_22;Sottoarea_136;45,041467;7,590214;20/05/2016;1,3016;1;0,2282;0,3901;0,1522;14,1124
;;;;;21/05/2016;1,1099;1;0,2284;0,3905;0,1525;14,1124
;;;;;22/05/2016;0,0556;0;0,2284;0,3907;0,1527;14,1124
;;;;;23/05/2016;0,8828;1;0,2288;0,3911;0,153;14,1124
;;;;;24/05/2016;0,6208;1;0,2292;0,3915;0,1533;14,1124
;;;;;25/05/2016;1,0717;1;0,2279;0,3901;0,1521;14,0751
;;;;;26/05/2016;2,1264;2;0,2275;0,39;0,1521;14,0751
;;;;;27/05/2016;1,3735;1;0,228;0,3904;0,1524;14,1079
;;;;;28/05/2016;1,0733;1;0,228;0,3906;0,1526;14,1079
;;;;;29/05/2016;0,0389;0;0,228;0,3909;0,1528;14,0857
Area_18;Zona_7;Sottoarea_137;45,70898921;12,46583113;20/05/2016;2,3015;2;0,269;0,3602;0,1297;14,7735
;;;;;21/05/2016;1,9267;2;0,268;0,3589;0,1288;14,7735
;;;;;22/05/2016;0,4205;0;0,2684;0,3593;0,1291;14,7989
;;;;;23/05/2016;1,3367;1;0,2688;0,3596;0,1293;14,8199
;;;;;24/05/2016;2,1246;2;0,2693;0,36;0,1296;14,8461
;;;;;25/05/2016;1,6371;2;0,2694;0,3602;0,1297;14,8262
;;;;;26/05/2016;1,6967;2;0,2685;0,3592;0,129;14,8262
;;;;;27/05/2016;1,7172;2;0,2686;0,3594;0,1292;14,8407
;;;;;28/05/2016;1,4892;1;0,2685;0,3595;0,1293;14,8423
;;;;;29/05/2016;0,0667;0;0,2684;0,3596;0,1293;14,7961
Area_18;Zona_7;Sottoarea_138;45,68425007;12,2588099;20/05/2016;1,956;2;0,2881;0,4093;0,1675;16,9639
;;;;;21/05/2016;2,0887;2;0,2872;0,4084;0,1668;16,9639
;;;;;22/05/2016;0,3364;0;0,2877;0,4088;0,1671;16,9906
;;;;;23/05/2016;1,0933;1;0,2882;0,4092;0,1675;17,0215
;;;;;24/05/2016;1,7266;2;0,2884;0,4096;0,1677;17,0215
;;;;;25/05/2016;1,7167;2;0,2883;0,4097;0,1678;16,977
;;;;;26/05/2016;1,9708;2;0,2872;0,4084;0,1668;16,977
;;;;;27/05/2016;2,0569;2;0,2852;0,4047;0,1637;16,9562
;;;;;28/05/2016;1,4677;1;0,2855;0,405;0,1641;16,9824
;;;;;29/05/2016;0,0133;0;0,2852;0,4049;0,164;16,9175
Area_17;Zona_7;Sottoarea_139;45,88339894;13,39875115;20/05/2016;4,2597;4;0,4458;0,6206;0,3851;16,959
;;;;;21/05/2016;3,408;3;0,4458;0,6209;0,3855;16,8998
;;;;;22/05/2016;1,9575;2;0,4462;0,6214;0,3861;16,9117
;;;;;23/05/2016;1,6376;2;0,4469;0,622;0,3869;16,9394
;;;;;24/05/2016;3,1973;3;0,4475;0,6226;0,3876;16,9348
;;;;;25/05/2016;3,1339;3;0,448;0,6231;0,3883;16,9512
;;;;;26/05/2016;4,7276;5;0,4462;0,6209;0,3855;16,9512
;;;;;27/05/2016;2,743;3;0,4467;0,6214;0,3862;16,9742
;;;;;28/05/2016;4,8731;5;0,4469;0,6219;0,3867;16,9735
;;;;;29/05/2016;1,2864;1;0,4472;0,6223;0,3873;16,9764
Area_45;Zona_17;Sottoarea_14;40,93301907;16,6620516;20/05/2016;2,2235;2;0,2376;0,3138;0,0985;14,4625
;;;;;21/05/2016;1,5137;2;0,2368;0,3127;0,0978;14,4625
;;;;;22/05/2016;0,0993;0;0,2371;0,313;0,098;14,4862
;;;;;23/05/2016;0,5551;1;0,2372;0,3132;0,0981;14,4741
;;;;;24/05/2016;1,4002;1;0,2374;0,3135;0,0983;14,4741
;;;;;25/05/2016;1,8889;2;0,2369;0,3129;0,0979;14,384
;;;;;26/05/2016;1,8908;2;0,2362;0,3122;0,0975;14,384
;;;;;27/05/2016;2,102;2;0,2366;0,3125;0,0977;14,4104
;;;;;28/05/2016;1,3267;1;0,2365;0,3126;0,0977;14,3819
;;;;;29/05/2016;0,2078;0;0,2367;0,3129;0,0979;14,3818
Area_32;Zona_12;Sottoarea_140;45,80344563;8,770605425;20/05/2016;4,5636;5;0,6415;0,9671;0,9352;17,9395
;;;;;21/05/2016;4,9971;5;0,6396;0,9655;0,9321;17,6439
;;;;;22/05/2016;0,5183;1;0,6408;0,9664;0,934;17,678
;;;;;23/05/2016;2,6463;3;0,6408;0,9669;0,9349;17,6683
;;;;;24/05/2016;3,978;4;0,6419;0,9679;0,9368;17,6892
;;;;;25/05/2016;4,0617;4;0,6407;0,9673;0,9356;17,5942
;;;;;26/05/2016;5,1754;5;0,6385;0,9652;0,9316;17,5942
;;;;;27/05/2016;5,1701;5;0,6383;0,9655;0,9322;17,5485
;;;;;28/05/2016;4,3296;4;0,6386;0,9663;0,9336;17,5688
;;;;;29/05/2016;0,6432;1;0,6396;0,9672;0,9355;17,596
Area_73;Zona_27;Sottoarea_141;45,070842;11,87875269;20/05/2016;1,09;1;0,2257;0,3565;0,1271;15,1887
;;;;;21/05/2016;0,7756;1;0,2249;0,3558;0,1266;15,1887
;;;;;22/05/2016;0,6564;1;0,2237;0,3542;0,1255;15,1596
;;;;;23/05/2016;1,02;1;0,2236;0,3544;0,1256;15,1596
;;;;;24/05/2016;1,0667;1;0,224;0,3547;0,1258;15,1596
;;;;;25/05/2016;1,374;1;0,2242;0,355;0,126;15,1628
;;;;;26/05/2016;1,2331;1;0,2238;0,3549;0,126;15,1628
;;;;;27/05/2016;1,5287;2;0,2238;0,3551;0,1261;15,1692
;;;;;28/05/2016;0,6612;1;0,2222;0,3525;0,1242;15,1443
;;;;;29/05/2016;0,6564;1;0,2216;0,3522;0,124;15,0673
Area_73;Zona_27;Sottoarea_142;45,48834668;12,17084625;20/05/2016;2,9238;3;0,3456;0,4727;0,2234;13,6326
;;;;;21/05/2016;2,7389;3;0,3455;0,4728;0,2235;13,5713
;;;;;22/05/2016;0,5939;1;0,3453;0,4728;0,2236;13,5539
;;;;;23/05/2016;2,4738;2;0,3458;0,4733;0,224;13,5722
;;;;;24/05/2016;2,5085;3;0,3464;0,4738;0,2245;13,5982
;;;;;25/05/2016;3,6024;4;0,3465;0,474;0,2247;13,5558
;;;;;26/05/2016;3,5728;4;0,3446;0,4711;0,222;13,5558
;;;;;27/05/2016;2,9177;3;0,345;0,4715;0,2224;13,5778
;;;;;28/05/2016;2,3641;2;0,345;0,4717;0,2225;13,5867
;;;;;29/05/2016;0,4356;0;0,3455;0,4722;0,2229;13,6104
Area_73;Zona_27;Sottoarea_143;45,33045939;12,33034783;20/05/2016;1,1633;1;0,1426;0,2089;0,0436;9,8349
;;;;;21/05/2016;0,6819;1;0,1425;0,2089;0,0437;9,8147
;;;;;22/05/2016;0,0467;0;0,1426;0,2091;0,0437;9,8136
;;;;;23/05/2016;0,7531;1;0,1424;0,209;0,0437;9,7759
;;;;;24/05/2016;0,3539;0;0,1425;0,2092;0,0438;9,7759
;;;;;25/05/2016;0,9054;1;0,1427;0,2094;0,0438;9,793
;;;;;26/05/2016;0,9933;1;0,142;0,2083;0,0434;9,793
;;;;;27/05/2016;1,033;1;0,1416;0,2081;0,0433;9,7771
;;;;;28/05/2016;0,7705;1;0,1418;0,2082;0,0434;9,7857
;;;;;29/05/2016;0,06;0;0,1417;0,2083;0,0434;9,7658
Area_61;Zona_25;Sottoarea_144;45,42112337;11,02696793;20/05/2016;4,8498;5;0,5973;0,8876;0,7879;15,5525
;;;;;21/05/2016;3,9815;4;0,5944;0,8838;0,781;15,5525
;;;;;22/05/2016;0,6044;1;0,5859;0,8575;0,7354;15,5253
;;;;;23/05/2016;2,9217;3;0,5866;0,8583;0,7367;15,5431
;;;;;24/05/2016;3,7374;4;0,5877;0,8592;0,7382;15,5626
;;;;;25/05/2016;6,4727;6;0,5871;0,8591;0,7381;15,549
;;;;;26/05/2016;5,6791;6;0,5845;0,8559;0,7326;15,549
;;;;;27/05/2016;5,447;5;0,5832;0,8549;0,7308;15,5522
;;;;;28/05/2016;2,5692;3;0,5834;0,8555;0,7319;15,5657
;;;;;29/05/2016;0,8968;1;0,581;0,8526;0,727;15,412
Area_74;Zona_27;Sottoarea_145;45,59725477;11,50294435;20/05/2016;4,9578;5;0,5514;0,8288;0,6869;17,2206
;;;;;21/05/2016;3,3186;3;0,5487;0,8252;0,681;16,8538
;;;;;22/05/2016;0,6234;1;0,5476;0,8245;0,6798;16,8552
;;;;;23/05/2016;2,4576;2;0,5483;0,8253;0,6811;16,8737
;;;;;24/05/2016;4,0953;4;0,5492;0,8261;0,6825;16,8851
;;;;;25/05/2016;3,9782;4;0,5501;0,8269;0,6838;16,9156
;;;;;26/05/2016;5,0825;5;0,5493;0,8267;0,6834;16,9156
;;;;;27/05/2016;5,334;5;0,5491;0,827;0,6839;16,9282
;;;;;28/05/2016;2,3032;2;0,5474;0,8255;0,6815;16,9274
;;;;;29/05/2016;0,7745;1;0,5478;0,8262;0,6826;16,9388
Area_3;Zona_2;Sottoarea_15;40,41825783;16,4805774;20/05/2016;1,6376;2;0,2236;0,4516;0,204;15,4191
;;;;;21/05/2016;0,5931;1;0,2235;0,4519;0,2042;15,4191
;;;;;22/05/2016;0,3807;0;0,2236;0,4523;0,2046;15,4191
;;;;;23/05/2016;2,35;2;0,2238;0,4527;0,205;15,4191
;;;;;24/05/2016;1,0856;1;0,2241;0,4532;0,2054;15,4191
;;;;;25/05/2016;1,3449;1;0,2239;0,4534;0,2055;15,4191
;;;;;26/05/2016;1,4911;1;0,2235;0,4534;0,2056;15,4191
;;;;;27/05/2016;2,5736;3;0,2238;0,4538;0,206;15,4459
;;;;;28/05/2016;0,56;1;0,2239;0,4542;0,2063;15,4459
;;;;;29/05/2016;0,0633;0;0,2239;0,4545;0,2066;15,4459
Area_3;Zona_2;Sottoarea_16;40,48805088;17,27661569;20/05/2016;3,8162;4;0,409;0,5556;0,3086;15,2579
;;;;;21/05/2016;2,8555;3;0,4082;0,555;0,308;15,1179
;;;;;22/05/2016;1,1534;1;0,4079;0,555;0,308;15,0934
;;;;;23/05/2016;3,0203;3;0,4087;0,5556;0,3086;15,1231
;;;;;24/05/2016;3,43;3;0,4092;0,5561;0,3092;15,1189
;;;;;25/05/2016;5,2815;5;0,4087;0,5559;0,309;15,0154
;;;;;26/05/2016;4,217;4;0,4076;0,5548;0,3078;15,0154
;;;;;27/05/2016;4,0543;4;0,4084;0,5553;0,3084;15,0477
;;;;;28/05/2016;3,0164;3;0,4079;0,5551;0,3081;15,0085
;;;;;29/05/2016;1,0595;1;0,4074;0,5548;0,3079;14,9685
Area_4;Zona_2;Sottoarea_17;40,15105659;15,91156152;20/05/2016;0,4944;0;0,1175;0,1671;0,0279;20,369
;;;;;21/05/2016;0,5382;1;0,1174;0,1672;0,0279;20,369
;;;;;22/05/2016;0,0883;0;0,1176;0,1673;0,028;20,369
;;;;;23/05/2016;0,0871;0;0,1178;0,1675;0,028;20,369
;;;;;24/05/2016;0,1539;0;0,118;0,1676;0,0281;20,369
;;;;;25/05/2016;0,1148;0;0,1179;0,1676;0,0281;20,369
;;;;;26/05/2016;0,3188;0;0,1181;0,1678;0,0282;20,369
;;;;;27/05/2016;0,4944;0;0,1179;0,1677;0,0281;20,369
;;;;;28/05/2016;0,3902;0;0,1178;0,1676;0,0281;20,369
;;;;;29/05/2016;0,1117;0;0,1179;0,1678;0,0282;20,369
Area_4;Zona_2;Sottoarea_18;40,34985576;15,25050599;20/05/2016;1,9678;2;0,2017;0,2647;0,0701;13,9763
;;;;;21/05/2016;1,5788;2;0,2007;0,2629;0,0691;13,9763
;;;;;22/05/2016;0,1206;0;0,201;0,2632;0,0693;14,004
;;;;;23/05/2016;1,5806;2;0,2008;0,2631;0,0692;14,004
;;;;;24/05/2016;1,8223;2;0,2008;0,2632;0,0693;14,004
;;;;;25/05/2016;2,2057;2;0,2012;0,2634;0,0694;14,0366
;;;;;26/05/2016;2,5162;3;0,2008;0,2631;0,0692;14,0366
;;;;;27/05/2016;2,2179;2;0,2008;0,2632;0,0693;14,0257
;;;;;28/05/2016;1,5725;2;0,2005;0,2629;0,0691;13,9724
;;;;;29/05/2016;0,1149;0;0,2008;0,2632;0,0693;14,0042
Area_4;Zona_2;Sottoarea_19;40,72423738;15,79130286;20/05/2016;2,1646;2;0,2576;0,3746;0,1403;17,8164
;;;;;21/05/2016;0,8466;1;0,2572;0,3745;0,1402;17,8164
;;;;;22/05/2016;0,0233;0;0,2575;0,3748;0,1405;17,832
;;;;;23/05/2016;0,963;1;0,2577;0,3751;0,1407;17,8413
;;;;;24/05/2016;1,4067;1;0,2579;0,3754;0,1409;17,8413
;;;;;25/05/2016;1,9394;2;0,2584;0,3758;0,1412;17,8832
;;;;;26/05/2016;1,35;1;0,2584;0,376;0,1414;17,8832
;;;;;27/05/2016;1,9598;2;0,2586;0,3763;0,1416;17,8975
;;;;;28/05/2016;0,8489;1;0,2583;0,3762;0,1415;17,8975
;;;;;29/05/2016;0,0167;0;0,2587;0,3766;0,1418;17,9318
Area_57;Zona_21;Sottoarea_2;37,33710752;13,54329624;20/05/2016;3,7223;4;0,3502;0,4775;0,228;16,0007
;;;;;21/05/2016;1,7619;2;0,3491;0,4763;0,2268;15,8396
;;;;;22/05/2016;0,5;1;0,3485;0,476;0,2266;15,7426
;;;;;23/05/2016;2,4205;2;0,3492;0,4764;0,227;15,7733
;;;;;24/05/2016;2,9195;3;0,3498;0,4769;0,2275;15,803
;;;;;25/05/2016;3,2398;3;0,3493;0,4766;0,2272;15,704
;;;;;26/05/2016;3,2361;3;0,3486;0,4761;0,2267;15,5895
;;;;;27/05/2016;2,2831;2;0,3484;0,4761;0,2267;15,5711
;;;;;28/05/2016;1,7759;2;0,3489;0,4766;0,2271;15,6005
;;;;;29/05/2016;0,5233;1;0,3491;0,4769;0,2274;15,6049
Area_15;Zona_7;Sottoarea_21;46,04522192;12,05027402;20/05/2016;3,4817;3;0,3698;0,4956;0,2456;15,9782
;;;;;21/05/2016;2,3432;2;0,3687;0,4943;0,2443;15,809
;;;;;22/05/2016;0,7721;1;0,3684;0,4942;0,2443;15,8149
;;;;;23/05/2016;1,7446;2;0,369;0,4947;0,2447;15,8424
;;;;;24/05/2016;3,4316;3;0,3697;0,4952;0,2452;15,8721
;;;;;25/05/2016;3,0401;3;0,3698;0,4955;0,2455;15,8724
;;;;;26/05/2016;3,4669;3;0,3693;0,4951;0,2451;15,7635
;;;;;27/05/2016;2,7665;3;0,3671;0,4913;0,2414;15,7526
;;;;;28/05/2016;1,8775;2;0,3647;0,487;0,2372;15,7393
;;;;;29/05/2016;0,6171;1;0,3645;0,487;0,2372;15,7236
Area_23;Zona_10;Sottoarea_22;45,81711033;9,612599481;20/05/2016;1,7108;2;0,3096;0,4676;0,2186;16,6761
;;;;;21/05/2016;1,8929;2;0,3084;0,4663;0,2175;16,5132
;;;;;22/05/2016;0,1833;0;0,3084;0,4666;0,2177;16,5275
;;;;;23/05/2016;1,0139;1;0,3089;0,4671;0,2181;16,554
;;;;;24/05/2016;1,9497;2;0,3093;0,4675;0,2185;16,5564
;;;;;25/05/2016;3,0887;3;0,3084;0,4668;0,2179;16,4288
;;;;;26/05/2016;2,5169;3;0,3073;0,4656;0,2168;16,4288
;;;;;27/05/2016;1,8302;2;0,3074;0,4659;0,2171;16,4363
;;;;;28/05/2016;1,7;2;0,3067;0,4656;0,2167;16,4026
;;;;;29/05/2016;0,1832;0;0,3063;0,4654;0,2166;16,3194
Area_23;Zona_10;Sottoarea_23;45,75019316;9,867977568;20/05/2016;2,6499;3;0,3843;0,6497;0,4221;16,0729
;;;;;21/05/2016;1,8342;2;0,3838;0,6497;0,4222;15,974
;;;;;22/05/2016;0,154;0;0,3834;0,6498;0,4223;15,9827
;;;;;23/05/2016;1,5033;2;0,3837;0,6504;0,423;15,9678
;;;;;24/05/2016;3,0537;3;0,3842;0,651;0,4238;15,9704
;;;;;25/05/2016;3,0029;3;0,3832;0,6506;0,4233;15,9441
;;;;;26/05/2016;2,6277;3;0,3818;0,6493;0,4216;15,7349
;;;;;27/05/2016;2,6643;3;0,3804;0,6483;0,4202;15,7307
;;;;;28/05/2016;1,5429;2;0,381;0,6489;0,4211;15,7545
;;;;;29/05/2016;0,32;0;0,381;0,6493;0,4216;15,747
Area_12;Zona_6;Sottoarea_24;44,41300322;11,38143627;20/05/2016;2,3215;2;0,3346;0,4844;0,2346;15,2254
;;;;;21/05/2016;2,7794;3;0,3334;0,4829;0,2332;15,0458
;;;;;22/05/2016;0,3465;0;0,3336;0,4833;0,2336;15,0644
;;;;;23/05/2016;1,7199;2;0,3339;0,4837;0,234;15,0767
;;;;;24/05/2016;2,2677;2;0,3342;0,4841;0,2344;15,0641
;;;;;25/05/2016;2,3144;2;0,3348;0,4846;0,2348;15,0951
;;;;;26/05/2016;2,4998;2;0,3331;0,4823;0,2326;15,0951
;;;;;27/05/2016;3,625;4;0,3335;0,4827;0,233;15,1198
;;;;;28/05/2016;2,1806;2;0,3339;0,4832;0,2335;15,1447
;;;;;29/05/2016;0,5662;1;0,3334;0,4829;0,2332;15,135
Area_12;Zona_6;Sottoarea_25;44,41289885;11,37344646;20/05/2016;2,9537;3;0,343;0,4854;0,2356;15,8886
;;;;;21/05/2016;2,6869;3;0,3412;0,4826;0,2329;15,8886
;;;;;22/05/2016;0,1263;0;0,3389;0,4786;0,2291;15,8696
;;;;;23/05/2016;1,7731;2;0,3393;0,479;0,2295;15,8693
;;;;;24/05/2016;2,9566;3;0,3398;0,4795;0,2299;15,8824
;;;;;25/05/2016;2,9394;3;0,3401;0,4799;0,2303;15,9056
;;;;;26/05/2016;3,7533;4;0,3371;0,4733;0,224;15,9056
;;;;;27/05/2016;2,3722;2;0,3364;0,4727;0,2235;15,9091
;;;;;28/05/2016;1,9053;2;0,3366;0,4731;0,2238;15,9296
;;;;;29/05/2016;0,2313;0;0,3371;0,4736;0,2243;15,9578
Area_60;Zona_25;Sottoarea_26;46,11339138;11,09523313;20/05/2016;3,1328;3;0,453;0,7566;0,5724;17,1499
;;;;;21/05/2016;3,7269;4;0,4521;0,7562;0,5719;16,9913
;;;;;22/05/2016;0,749;1;0,4508;0,7555;0,5707;16,9816
;;;;;23/05/2016;2,0032;2;0,4513;0,7562;0,5718;16,9956
;;;;;24/05/2016;3,3284;3;0,4517;0,7568;0,5727;16,9699
;;;;;25/05/2016;4,8609;5;0,4514;0,7571;0,5733;16,9763
;;;;;26/05/2016;3,1919;3;0,4515;0,7577;0,5741;16,9223
;;;;;27/05/2016;3,4135;3;0,4444;0,7373;0,5436;16,8977
;;;;;28/05/2016;1,2851;1;0,4448;0,7379;0,5445;16,9151
;;;;;29/05/2016;0,8845;1;0,4448;0,7384;0,5452;16,9051
Area_60;Zona_25;Sottoarea_27;46,65300245;11,45089691;20/05/2016;2,1397;2;0,3026;0,4299;0,1848;16,3806
;;;;;21/05/2016;1,5508;2;0,3012;0,4281;0,1833;16,3806
;;;;;22/05/2016;0,2465;0;0,3013;0,4284;0,1835;16,3907
;;;;;23/05/2016;1,678;2;0,3019;0,4288;0,1839;16,4227
;;;;;24/05/2016;2,0293;2;0,3022;0,4292;0,1842;16,4227
;;;;;25/05/2016;2,7679;3;0,3023;0,4295;0,1845;16,4339
;;;;;26/05/2016;2,417;2;0,3021;0,4295;0,1845;16,3781
;;;;;27/05/2016;2,3457;2;0,2993;0,4231;0,179;16,3601
;;;;;28/05/2016;1,3638;1;0,2996;0,4235;0,1794;16,389
;;;;;29/05/2016;0,24;0;0,3002;0,4239;0,1797;16,4256
Area_24;Zona_10;Sottoarea_28;45,70454611;10,26234435;20/05/2016;4,8348;5;0,551;0,7933;0,6293;15,3179
;;;;;21/05/2016;4,2843;4;0,551;0,7937;0,6299;15,2335
;;;;;22/05/2016;1,3493;1;0,5513;0,7943;0,6309;15,2389
;;;;;23/05/2016;2,4668;2;0,5517;0,7949;0,6319;15,2336
;;;;;24/05/2016;4,9386;5;0,5524;0,7957;0,6331;15,2261
;;;;;25/05/2016;4,3431;4;0,5528;0,7963;0,6341;15,2324
;;;;;26/05/2016;5,1599;5;0,5516;0,7954;0,6326;15,0176
;;;;;27/05/2016;8,7215;9;0,5508;0,7951;0,6323;14,9529
;;;;;28/05/2016;2,4567;2;0,5509;0,7956;0,6329;14,9561
;;;;;29/05/2016;1,0367;1;0,5513;0,7962;0,634;14,9646
Area_25;Zona_10;Sottoarea_29;45,23421061;10,57507977;20/05/2016;3,9753;4;0,4984;0,7709;0,5942;16,0893
;;;;;21/05/2016;3,3265;3;0,4979;0,7709;0,5943;15,9621
;;;;;22/05/2016;0,2859;0;0,4981;0,7715;0,5951;15,9541
;;;;;23/05/2016;2,7615;3;0,4986;0,7721;0,5962;15,9601
;;;;;24/05/2016;3,1771;3;0,4986;0,7726;0,5969;15,943
;;;;;25/05/2016;3,2624;3;0,4982;0,7728;0,5972;15,928
;;;;;26/05/2016;2,6745;3;0,4976;0,7727;0,5971;15,7876
;;;;;27/05/2016;5,656;6;0,4976;0,7731;0,5977;15,7836
;;;;;28/05/2016;2,1585;2;0,4984;0,7739;0,5989;15,8113
;;;;;29/05/2016;0,2854;0;0,4989;0,7746;0,6;15,8269
Area_42;Zona_16;Sottoarea_3;45,33101713;8,264631871;20/05/2016;0,7207;1;0,1385;0,192;0,0369;18,3322
